OCC_CODE,title_2024,H_info_rti,H_info_eloundou,job_zone,wage_median,z_H_info_rti,z_job_zone,z_log_wage,IRI_v2,IRI_v2_pct,IRI_v1,delta_emp_ann
25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7535114140929953,0.7777777777777778,5.0,86350.0,1.240365743653412,1.7578538190812054,0.8540515746851517,3.852271137419769,89.97134670487105,2.0483886938129587,-0.0168181453560392
53-2011,"Airline Pilots, Copilots, and Flight Engineers",-0.18645816566054,0.9090909090909092,4.0,226600.0,-0.28194067057174016,0.8471236332085413,3.2751259866331712,3.8403089492699722,89.82808022922636,4.403271071421295,0.032756535640581
27-3031,Public Relations Specialists,1.6298607460600234,0.7575757575757576,4.0,69780.0,2.659637428493611,0.8471236332085413,0.31938176249255995,3.8261428241947124,89.68481375358166,0.4730597493580135,0.0277251766635733
17-1011,"Architects, Except Landscape and Naval",0.555952133368481,0.9302325581395348,5.0,96690.0,0.9204130912330085,1.7578538190812054,1.1378749019654315,3.8161418122796453,89.54154727793696,3.31272232582473,0.0098012547898742
25-1125,"History Teachers, Postsecondary",0.818084058613036,0.7777777777777778,5.0,81500.0,1.3449429055676445,1.7578538190812054,0.7089900460327033,3.8117867706815534,89.39828080229226,1.9033271651605106,-0.0113831819027281
13-1111,Management Analysts,1.0191601024454884,0.9047619047619048,4.0,101190.0,1.6705910519187432,0.8471236332085413,1.2520302971546233,3.7697449822819076,89.25501432664757,2.3523334648592416,0.0472170566545715
29-1215,Family Medicine Physicians,-0.8718928743848153,1.0,5.0,238380.0,-1.392020907314198,1.7578538190812054,3.4023048399788562,3.7681377517458636,89.11174785100286,6.025860369393245,-0.0026102817517748
19-3039,"Psychologists, All Other",0.215705983794862,0.9365079365079364,5.0,117580.0,0.3693751565296938,1.7578538190812054,1.6287485456109065,3.755977521221806,88.96848137535817,3.843955957800557,0.0458159722997457
11-1021,General and Operations Managers,0.970018396707382,1.0,4.0,102950.0,1.5910047169325625,0.8471236332085413,1.2953022270924341,3.733430577233538,88.82521489971347,3.0081275706341586,0.0835061908246039
29-1021,"Dentists, General",-0.4073198948360333,0.95,5.0,172790.0,-0.6396322748775628,1.7578538190812054,2.5947868258058127,3.7130083700094554,88.68194842406876,4.8967682129057195,0.0049361270534289
13-1131,Fundraisers,1.6294470017506069,0.8461538461538463,4.0,66490.0,2.6589673582810844,0.8471236332085413,0.19818500711028347,3.7042759985999094,88.53868194842407,0.9215514512228367,0.0534208727760654
17-2011,Aerospace Engineers,0.5300492748758323,0.7857142857142858,4.0,134830.0,0.8784627042423306,0.8471236332085413,1.9722835443062252,3.6978698817570974,88.39541547277938,2.3069339922144607,0.0160581985714365
29-1171,Nurse Practitioners,0.0118960091412413,0.962962962962963,5.0,129210.0,0.03929933452317261,1.7578538190812054,1.865441267276539,3.662594420880917,88.25214899713467,4.250793728309831,0.0891100390750623
27-1027,Set and Exhibit Designers,1.045015138256335,1.0,5.0,66280.0,1.7124639887697348,1.7578538190812054,0.19024664969373017,3.6605644575446705,88.10888252148997,2.8138021791081185,-0.0205987583794767
25-9031,Instructional Coordinators,0.8586706172091084,0.825,5.0,74720.0,1.4106739460320883,1.7578538190812054,0.4910299916036949,3.6595577567169886,87.96561604584528,1.9890760229174003,0.0359822796569804
41-9031,Sales Engineers,0.6457370041452999,0.8409090909090909,4.0,121520.0,1.0658221423639673,0.8471236332085413,1.7114602379286805,3.624406013501189,87.82234957020057,2.4010951286516025,-0.0225868438276937
27-1014,Special Effects Artists and Animators,0.9473363174202344,0.95,4.0,99800.0,1.5542704698563519,0.8471236332085413,1.2173200088429583,3.6187141119078516,87.67908309455588,2.6085712100702017,-0.0622171140576616
17-2131,Materials Engineers,0.8190677466715987,0.853658536585366,4.0,108310.0,1.3465360152526826,0.8471236332085413,1.4226676889743242,3.616327337435548,87.53581661891118,2.19430042086391,-0.0322106214815411
15-1251,Computer Programmers,0.9427240942927372,0.0999999999999999,4.0,98670.0,1.546800848496193,0.8471236332085413,1.1887441551478184,3.582668636852553,87.39255014326648,-2.8867650629711137,-0.1124969968031477
17-2199,"Engineers, All Other",0.4982139651811866,0.8025472409490382,4.25,117750.0,0.8269045504564279,1.0748061796767074,1.6323741686602975,3.5340848987934326,87.24928366762178,2.30296802588137,-0.0020962057530572
